PK,SK,name,hiragana,level,english,vietnamese,chinese,korean,indonesian,hindi,lexical_category,accent_up,accent_down,EntityType
WORD,1794,手首,てくび,8,wrist,cổ tay,手腕,손목,pergelangan tangan,कलाई,noun,,1,Word
WORD,1795,眉毛,まゆげ,6,eyebrow,lông mày,眉毛,눈썹,alis,भौंह,noun,,1,Word
WORD,1796,肩,かた,5,shoulder,vai,肩膀,어깨,bahu,कंधा,noun,,1,Word
WORD,1797,睫毛,まつげ,8,eyelash,lông mi,睫毛,속눈썹,bulu mata,पलक,noun,,1,Word
WORD,1798,ほっぺた,ほっぺた,7,cheek,má,脸颊,뺨,pipi,गाल,noun,1,3,Word
WORD,1799,頬,ほお,11,cheek,má,脸颊,뺨,pipi,गाल,noun,,1,Word
WORD,1800,顎,あご,8,chin/jaw,cằm/hàm,下巴,턱,dagu,ठोड़ी,noun,1,,Word
WORD,1801,舌,した,7,tongue,lưỡi,舌头,혀,lidah,जीभ,noun,1,,Word
WORD,1802,唇,くちびる,7,lip,môi,嘴唇,입술,bibir,होंठ,noun,1,,Word
WORD,1803,歯茎,はぐき,14,gum,lợi,牙龈,잇몸,gusi,मसूड़ा,noun,,1,Word
WORD,1804,黒子,ほくろ,14,mole,nốt ruồi,痣,점,tahi lalat,तिल,noun,1,,Word
WORD,1805,髭,ひげ,8,beard/mustache,râu,胡子,수염,janggut,दाढ़ी/मूँछ,noun,1,,Word
WORD,1806,背中,せなか,7,back,lưng,背部,등,punggung,पीठ,noun,1,,Word
WORD,1807,腰,こし,8,waist/hip,eo/hông,腰,허리,pinggang,कमर,noun,1,,Word
WORD,1808,つま先,つまさき,10,tiptoe,đầu ngón chân,脚尖,발가락 끝,ujung kaki,पैर की उंगली,noun,1,,Word
WORD,1809,親指,おやゆび,5,thumb,ngón cái,拇指,엄지손가락,ibu jari,अंगूठा,noun,1,,Word
WORD,1810,人差し指,ひとさしゆび,6,index finger,ngón trỏ,食指,검지손가락,jari telunjuk,तर्जनी,noun,1,4,Word
WORD,1811,中指,なかゆび,8,middle finger,ngón giữa,中指,중지,jari tengah,मध्यमा,noun,1,2,Word
WORD,1812,薬指,くすりゆび,8,ring finger,ngón áp út,无名指,약지,jari manis,अनामिका,noun,1,3,Word
WORD,1813,小指,こゆび,7,pinky finger,ngón út,小指,새끼손가락,jari kelingking,छोटी उँगली,noun,1,,Word
WORD,1814,理事長,りじちょう,15,board chairman,chủ tịch hội đồng,理事长,이사장,ketua dewan,अध्यक्ष,noun,1,2,Word
WORD,1815,校長,こうちょう,8,principal,hiệu trưởng,校长,교장,kepala sekolah,प्रधानाचार्य,noun,1,,Word
WORD,1816,照明,しょうめい,8,lighting,chiếu sáng,照明,조명,pencahayaan,रोशनी,noun,1,,Word
WORD,1817,証明します,しょうめいします,7,to prove,chứng minh,证明,증명하다,membuktikan,साबित करना,verb_sa,1,6,Word
WORD,1818,明かり,あかり,8,light,ánh sáng,灯光,불빛,cahaya,प्रकाश,noun,1,,Word
WORD,1819,袋,ふくろ,8,bag,túi,袋子,봉투,kantong,थैला,noun,1,,Word
WORD,1820,箱,はこ,7,box,hộp,盒子,상자,kotak,बक्सा,noun,1,,Word
WORD,1821,ペットボトル,ペットボトル,8,plastic bottle,chai nhựa,塑料瓶,페트병,botol plastik,प्लास्टिक की बोतल,noun,1,4,Word
WORD,1822,ぬいぐるみ,ぬいぐるみ,10,stuffed animal,thú nhồi bông,毛绒玩具,봉제 인형,boneka binatang,भरवां जानवर,noun,1,,Word
WORD,1823,運動靴,うんどうぐつ,11,athletic shoes,giày thể thao,运动鞋,운동화,sepatu atletik,एथलेटिक जूते,noun,1,3,Word
WORD,1824,スリッパ,スリッパ,7,slippers,dép đi trong nhà,拖鞋,슬리퍼,sandal,चप्पल,noun,1,2,Word
WORD,1825,ボール,ボール,7,ball,quả bóng,球,공,bola,गेंद,noun,1,,Word
WORD,1826,風船,ふうせん,10,balloon,bong bóng,气球,풍선,balon,गुब्बारा,noun,1,,Word
WORD,1827,棒,ぼう,8,stick,cây gậy,棍子,막대기,tongkat,छड़ी,noun,1,,Word
WORD,1828,烏,からす,10,crow,quạ,乌鸦,까마귀,gagak,कौआ,noun,,1,Word
WORD,1829,雀,すずめ,11,sparrow,chim sẻ,麻雀,참새,burung pipit,गौरैया,noun,1,,Word
WORD,1830,燕,つばめ,15,swallow,chim én,燕,제비,burung layang,अबाबील,noun,1,,Word
WORD,1831,鶴,つる,12,crane,sếu,鹤,학,bangau,सारस,noun,,1,Word
WORD,1832,羊,ひつじ,11,sheep,cừu,羊,양,domba,भेड़,noun,1,,Word
WORD,1833,山羊,やぎ,15,goat,dê,山羊,염소,kambing,बकरी,noun,,1,Word
WORD,1834,鹿,しか,8,deer,hươu,鹿,사슴,rusa,हिरण,noun,1,,Word
WORD,1835,パンダ,パンダ,13,panda,gấu trúc,熊猫,판다,panda,पांडा,noun,,1,Word
WORD,1836,熊,くま,8,bear,gấu,熊,곰,beruang,भालू,noun,,1,Word
WORD,1837,猿,さる,8,monkey,khỉ,猴子,원숭이,monyet,बंदर,noun,,1,Word
WORD,1838,猪,いのしし,10,wild boar,lợn rừng,野猪,멧돼지,babi hutan,जंगली सूअर,noun,1,3,Word
WORD,1839,狐,きつね,8,fox,cáo,狐狸,여우,rubah,लोमड़ी,noun,1,,Word
WORD,1840,狸,たぬき,8,raccoon dog,chó lửng,狸,너구리,anjing rakun,रैकून डॉग,noun,,1,Word
WORD,1841,鰹,かつお,8,bonito,cá ngừ sọc dưa,鲣鱼,가다랑어,cakalang,बोनिटो,noun,1,,Word
WORD,1842,まぐろ,まぐろ,8,tuna,cá ngừ,金枪鱼,참치,tuna,टूना,noun,1,,Word
WORD,1843,烏賊,いか,8,squid,mực,鱿鱼,오징어,cumi-cumi,स्क्विड,noun,1,,Word
WORD,1844,蛸,たこ,8,octopus,bạch tuộc,章鱼,문어,gurita,ऑक्टोपस,noun,,1,Word
WORD,1845,ビニール,ビニール,7,vinyl/plastic,nhựa/ni lông,塑料,비닐,vinil,प्लास्टिक,noun,1,2,Word
WORD,1846,床,ゆか,8,floor,sàn nhà,地板,바닥,lantai,फर्श,noun,1,,Word
WORD,1847,海苔,のり,7,seaweed,rong biển,海苔,김,rumput laut,समुद्री शैवाल,noun,1,,Word
WORD,1848,わかめ,わかめ,8,wakame seaweed,rong biển wakame,海带,미역,wakame,वकामे समुद्री शैवाल,noun,,1,Word
WORD,1849,麺,めん,6,noodles,mì,面条,면,mi,नूडल्स,noun,,1,Word
WORD,1850,きのこ,きのこ,7,mushroom,nấm,蘑菇,버섯,jamur,खुम्भी,noun,,1,Word
WORD,1851,国道,こくどう,10,national highway,quốc lộ,国道,국도,jalan raya nasional,राष्ट्रीय राजमार्ग,noun,1,,Word
WORD,1852,サラダ,サラダ,6,salad,salad,沙拉,샐러드,salad,सलाद,noun,,1,Word
WORD,1853,剣,けん,11,sword,kiếm,剑,검,pedang,तलवार,noun,,1,Word
WORD,1854,チョコ,チョコ,7,chocolate,sô cô la,巧克力,초콜릿,cokelat,चॉकलेट,noun,,1,Word
WORD,1855,ガム,ガム,10,gum,kẹo cao su,口香糖,껌,permen karet,गोंद,noun,,1,Word
WORD,1856,刀,かたな,8,sword,kiếm Nhật,刀,칼,pedang,तलवार,noun,1,,Word
WORD,1857,ゲーム,ゲーム,7,game,trò chơi,游戏,게임,permainan,खेल,noun,1,,Word
WORD,1858,魔法,まほう,13,magic,phép thuật,魔法,마법,sihir,जादू,noun,1,,Word
WORD,1859,一軒家,いっけんや,13,detached house,nhà riêng,独栋房屋,단독 주택,rumah terpisah,एकल घर,noun,1,3,Word
WORD,1860,ビル,ビル,7,building,tòa nhà,楼,빌딩,gedung,इमारत,noun,,1,Word
WORD,1861,スプレー,スプレー,9,spray,bình xịt,喷雾,스프레이,semprotan,स्प्रे,noun,1,2,Word
WORD,1862,泡,あわ,9,bubble/foam,bong bóng/bọt,泡沫,거품,busa,झाग,noun,1,,Word
WORD,1863,シャンプー,シャンプー,6,shampoo,dầu gội,洗发水,샴푸,sampo,शैम्पू,noun,,1,Word
WORD,1864,リンス,リンス,7,conditioner,dầu xả,护发素,린스,kondisioner,कंडीशनर,noun,,1,Word
WORD,1865,シーツ,シーツ,8,sheet,ga trải giường,床单,시트,seprai,चादर,noun,,1,Word
WORD,1866,キャンプ,キャンプ,11,camp,cắm trại,露营,캠프,kemah,शिविर,noun,,1,Word
WORD,1867,スポーツ,スポーツ,8,sports,thể thao,运动,스포츠,olahraga,खेल,noun,1,2,Word
WORD,1868,寺,てら,8,temple,chùa,寺庙,절,kuil,मंदिर,noun,1,,Word
WORD,1869,野宿,のじゅく,14,sleeping outdoors,ngủ ngoài trời,"露宿,野营",노숙,tidur di luar,खुले में सोना,noun,,1,Word
WORD,1870,日の出,ひので,10,sunrise,bình minh,日出,일출,matahari terbit,सूर्योदय,noun,1,,Word
WORD,1871,日没,にちぼつ,12,sunset,hoàng hôn,日落,일몰,matahari terbenam,सूर्यास्त,noun,1,,Word
WORD,1872,仏,ほとけ,14,Buddha,Phật,"佛,佛陀",부처,Buddha,बुद्ध,noun,1,,Word
WORD,1873,夜明け,よあけ,8,dawn,rạng đông,黎明,새벽,fajar,भोर,noun,1,,Word
WORD,1874,高原,こうげん,10,plateau,cao nguyên,高原,고원,dataran tinggi,पठार,noun,1,,Word
WORD,1875,河原,かわら,10,riverbed,bãi sông,河滩,강변,dasar sungai,नदी तल,noun,1,,Word
WORD,1876,平野,へいや,11,plain,đồng bằng,平原,평야,dataran,मैदान,noun,1,,Word
WORD,1877,ビーチ,ビーチ,11,beach,bãi biển,海滩,해변,pantai,समुद्र तट,noun,,1,Word
WORD,1878,空き地,あきち,10,vacant lot,đất trống,空地,공터,lahan kosong,खाली जगह,noun,1,,Word
WORD,1879,ハイヒール,ハイヒール,10,high heels,giày cao gót,高跟鞋,하이힐,sepatu hak tinggi,ऊँची एड़ी के जूते,noun,1,3,Word
WORD,1880,浴衣,ゆかた,12,yukata,yukata,浴衣,유카타,yukata,यूकाटा (जापानी वस्त्र),noun,1,,Word
WORD,1881,毒,どく,10,poison,chất độc,毒,독,racun,विष,noun,1,,Word
WORD,1882,孤独,こどく,12,loneliness,cô độc,孤独,고독,"kesepian, kesendirian","अकेलापन, एकांत",noun,1,,Word
WORD,1883,農薬,のうやく,14,pesticide,thuốc trừ sâu,农药,농약,pestisida,कीटनाशक,noun,1,,Word
WORD,1884,反則,はんそく,9,foul/violation,phạm lỗi/vi phạm,犯规,반칙,pelanggaran,फाउल,noun,1,,Word
WORD,1885,素早い,すばやい,8,quick,nhanh nhẹn,敏捷的,재빠르다,cepat,तेज़,i_adjective,1,3,Word
WORD,1886,いきなり,いきなり,9,suddenly,đột ngột,突然,갑자기,tiba-tiba,अचानक,adverb,1,,Word
WORD,1887,ずるい,ずるい,9,cunning/sly,gian xảo/xảo quyệt,狡猾的,교활하다,licik,चालाक,i_adjective,1,2,Word
WORD,1888,賢い,かしこい,7,smart,khôn ngoan,聪明的,현명하다,cerdas,बुद्धिमान,i_adjective,1,3,Word
WORD,1889,詐欺,さぎ,11,fraud,lừa đảo,欺诈,사기,penipuan,धोखाधड़ी,noun,,1,Word
WORD,1890,騙します,だまします,9,to deceive,lừa dối,欺骗,속이다,menipu,धोखा देना,verb5,1,4,Word
WORD,1891,紫色,むらさきいろ,6,purple,màu tím,紫色,보라색,ungu,बैंगनी रंग,noun,1,,Word
WORD,1892,緑色,みどりいろ,5,green,màu xanh lá,绿色,녹색,hijau,हरा रंग,noun,1,,Word
WORD,1893,灰色,はいいろ,6,gray,màu xám,灰色,회색,abu-abu,भूरा रंग,noun,1,,Word
WORD,1894,水色,みずいろ,8,light blue,màu xanh da trời,水蓝色,하늘색,biru muda,हल्का नीला,noun,1,,Word
WORD,1895,掌,てのひら,8,palm,lòng bàn tay,手掌,손바닥,telapak tangan,हथेली,noun,,1,Word
WORD,1896,太腿,ふともも,10,thigh,đùi,大腿,허벅지,paha,जांघ,noun,1,,Word
WORD,1897,谷,たに,13,valley,thung lũng,"山谷, 谷","계곡, 골짜기",lembah,घाटी,noun,1,,Word
WORD,1898,丘,おか,12,hill,đồi,丘,언덕,bukit,पहाड़ी,noun,1,,Word
WORD,1899,沿います,そいます,11,riverside,ven sông,沿着,따르다,mengikuti,"साथ चलना, पालन करना",verb5,1,3,Word
WORD,1900,土手,どて,14,embankment,bờ đê,"堤岸,堤坝",둑,tanggul,"तटबंध,किनारा",noun,1,,Word
WORD,1901,幹,みき,11,tree trunk,thân cây,树干,줄기,batang pohon,तना,noun,,1,Word
WORD,1902,枝,えだ,8,branch,cành cây,树枝,가지,dahan,शाखा,noun,1,,Word
WORD,1903,葉,は,7,leaf,lá cây,叶子,잎,daun,पत्ती,noun,,,Word
WORD,1904,根,ね,9,root,rễ cây,根,뿌리,akar,जड़,noun,,,Word
WORD,1905,実,み,7,fruit/berry,quả/hạt,果实,열매,buah,फल,noun,,,Word
WORD,1906,種,たね,9,seed,hạt,种子,씨앗,biji,बीज,noun,,1,Word
WORD,1907,フルーツ,フルーツ,6,fruit,hoa quả,水果,과일,buah-buahan,फल,noun,1,2,Word
WORD,1908,骨,ほね,8,bone,xương,骨头,뼈,tulang,हड्डी,noun,1,,Word
WORD,1909,皮,かわ,7,skin/peel,da/vỏ,皮,껍질,kulit,छिलका,noun,1,,Word
WORD,1910,枠,わく,9,frame,khung,框架,틀,bingkai,फ्रेम,noun,1,,Word
WORD,1911,ケーブル,ケーブル,11,cable,cáp,电缆,케이블,kabel,केबल,noun,1,,Word
WORD,1912,パック,パック,8,pack,gói/hộp,包,팩,bungkus,पैक,noun,,1,Word
WORD,1913,ストロー,ストロー,10,straw,ống hút,吸管,빨대,sedotan,स्ट्रॉ,noun,1,2,Word
WORD,1914,ハンガー,ハンガー,11,hanger,móc áo,衣架,옷걸이,gantungan baju,हैंगर,noun,,1,Word
WORD,1915,ダンボール,ダンボール,10,cardboard,bìa các tông,纸板箱,골판지 상자,kardus,गत्ता,noun,1,3,Word
WORD,1916,鉄,てつ,9,iron,sắt,铁,철,besi,लोहा,noun,1,,Word
WORD,1917,プラスチック,プラスチック,8,plastic,nhựa,塑料,플라스틱,plastik,प्लास्टिक,noun,1,4,Word
WORD,1918,アルミ,アルミ,13,aluminum,nhôm,铝,알루미늄,aluminium,एल्युमीनियम,noun,1,,Word
WORD,1919,ラベル,ラベル,14,label,nhãn,标签,라벨,label,लेबल,noun,1,,Word
WORD,1920,シール,シール,11,sticker,nhãn dán,贴纸,스티커,stiker,स्टीकर,noun,,1,Word
WORD,1921,歯ブラシ,はブラシ,8,toothbrush,bàn chải đánh răng,牙刷,칫솔,sikat gigi,टूथब्रश,noun,1,2,Word
WORD,1922,毛糸,けいと,9,yarn,sợi len,毛线,털실,benang wol,ऊन,noun,1,,Word
WORD,1923,布,ぬの,9,cloth,vải,布,천,kain,कपड़ा,noun,1,,Word
WORD,1924,綿,わた,14,cotton,bông,"棉花,棉",솜,kapas,कपास,noun,1,,Word
WORD,1925,小麦粉,こむぎこ,13,wheat flour,bột mì,面粉,밀가루,tepung terigu,गेहूँ आटा,noun,1,,Word
WORD,1926,パン粉,パンこ,15,bread crumbs,bột chiên xù,面包屑,빵가루,remah roti,ब्रेड क्रम्ब्स,noun,1,,Word
WORD,1927,屋根裏,やねうら,12,attic,gác mái,阁楼,다락방,loteng,"अटारी, मचान",noun,1,,Word
WORD,1928,ソース,ソース,8,sauce,nước sốt,酱汁,소스,saus,सॉस,noun,,1,Word
WORD,1929,焼酎,しょうちゅう,15,shochu,rượu shochu,烧酒,소주,shochu,शोचु,noun,1,3,Word
WORD,1930,アルコール,アルコール,10,alcohol,cồn/rượu,酒精,알코올,alkohol,शराब,noun,1,,Word
WORD,1931,紅茶,こうちゃ,11,black tea,trà đen,红茶,홍차,teh hitam,काली चाय,noun,1,,Word
WORD,1932,ヨーグルト,ヨーグルト,10,yogurt,sữa chua,酸奶,요구르트,yogurt,दही,noun,1,3,Word
WORD,1933,メロン,メロン,9,melon,dưa lưới,甜瓜,멜론,melon,खरबूजा,noun,,1,Word
WORD,1934,葡萄,ぶどう,7,grape,nho,葡萄,포도,anggur,अंगूर,noun,1,,Word
WORD,1935,格闘技,かくとうぎ,9,martial arts,võ thuật,格斗技,격투기,seni bela diri,मार्शल आर्ट,noun,1,3,Word
WORD,1936,すいか,すいか,9,watermelon,dưa hấu,西瓜,수박,semangka,तरबूज,noun,1,,Word
WORD,1937,レモン,レモン,14,lemon,chanh,柠檬,레몬,lemon,नींबू,noun,,1,Word
WORD,1938,葱,ねぎ,8,green onion,hành lá,葱,파,daun bawang,हरी प्याज़,noun,,1,Word
WORD,1939,玉葱,たまねぎ,9,onion,hành tây,洋葱,양파,bawang bombay,प्याज,noun,1,3,Word
WORD,1940,キャベツ,キャベツ,11,cabbage,bắp cải,卷心菜,양배추,kol,पत्ता गोभी,noun,,1,Word
WORD,1941,レタス,レタス,13,lettuce,xà lách,生菜,상추,selada,सलाद,noun,,1,Word
WORD,1942,トマト,トマト,6,tomato,cà chua,西红柿,토마토,tomat,टमाटर,noun,,1,Word
WORD,1943,白菜,はくさい,12,napa cabbage,cải thảo,白菜,배추,sawi putih,चाइनीज़ गोभी,noun,1,2,Word
WORD,1944,人参,にんじん,8,carrot,cà rốt,胡萝卜,당근,wortel,गाजर,noun,1,,Word
WORD,1945,もやし,もやし,13,bean sprouts,giá đỗ,豆芽,콩나물,tauge,अंकुर,noun,1,,Word
WORD,1946,大根,だいこん,11,radish,củ cải,白萝卜,무,lobak,मूली,noun,1,3,Word
WORD,1947,チェーン店,チェーンてん,11,chain store,cửa hàng chuỗi,连锁店,체인점,toko waralaba,चेन स्टोर,noun,1,2,Word
WORD,1948,大豆,だいず,11,soybean,đậu nành,大豆,콩,kedelai,सोयाबीन,noun,1,,Word
WORD,1949,籠,かご,11,basket,cái rổ,篮子,바구니,keranjang,टोकरी,noun,1,,Word
WORD,1950,板,いた,9,board/plank,tấm ván,板,판,papan,तख़्ता,noun,,1,Word
WORD,1951,金属,きんぞく,11,metal,kim loại,金属,금속,logam,धातु,noun,,1,Word
WORD,1952,傾きます,かたむきます,11,to tilt,nghiêng,倾斜,기울어지다,miring,झुकना,verb5,1,5,Word
WORD,1953,丸,まる,6,circle,hình tròn,圆圈,원,lingkaran,वृत्त,noun,1,,Word
WORD,1954,三角形,さんかくけい,10,triangle,hình tam giác,三角形,삼각형,segitiga,त्रिभुज,noun,1,3,Word
WORD,1955,資格,しかく,9,qualification,tư cách/bằng cấp,资格,자격,kualifikasi,योग्यता,noun,1,,Word
WORD,1956,ドル,ドル,10,dollar,đô la,美元,달러,dolar,डॉलर,noun,,1,Word
WORD,1957,四角形,しかくけい,8,quadrilateral,hình tứ giác,四边形,사각형,segi empat,चतुर्भुज,noun,1,3,Word
WORD,1958,アジア,アジア,10,Asia,Châu Á,亚洲,아시아,Asia,एशिया,noun,,1,Word
WORD,1959,アフリカ,アフリカ,14,Africa,Châu Phi,非洲,아프리카,Afrika,अफ्रीका,noun,1,,Word
WORD,1960,太平洋,たいへいよう,12,Pacific Ocean,Thái Bình Dương,太平洋,태평양,Samudra Pasifik,प्रशांत महासागर,noun,1,3,Word
WORD,1961,大西洋,たいせいよう,15,Atlantic Ocean,Đại Tây Dương,大西洋,대서양,Samudra Atlantik,अटलांटिक महासागर,noun,1,3,Word
WORD,1962,本州,ほんしゅう,7,Honshu,Honshu,本州,혼슈,Honshu,होंशू,noun,,1,Word
WORD,1963,九州,きゅうしゅう,8,Kyushu,Kyushu,九州,규슈,Kyushu,क्यूशू,noun,,1,Word
WORD,1964,北海道,ほっかいどう,9,Hokkaido,Hokkaido,北海道,홋카이도,Hokkaido,होक्काइडो,noun,1,3,Word
WORD,1965,四国,しこく,10,Shikoku,Shikoku,四国,시코쿠,Shikoku,शिकोकू,noun,,1,Word
WORD,1966,県,けん,6,prefecture,tỉnh,县,현,prefektur,प्रिफ़ेक्चर,noun,,1,Word
WORD,1967,領事館,りょうじかん,10,consulate,lãnh sự quán,领事馆,영사관,konsulat,वाणिज्य दूतावास,noun,1,3,Word
WORD,1968,県庁,けんちょう,14,prefectural office,tòa nhà tỉnh,县政府,현청,kantor prefektur,कार्यालय,noun,,1,Word
WORD,1969,地下,ちか,8,underground,dưới đất,地下,지하,bawah tanah,भूमिगत,noun,,1,Word
WORD,1970,自動ドア,じどうドア,8,automatic door,cửa tự động,自动门,자동문,pintu otomatis,स्वचालित दरवाज़ा,noun,1,4,Word
WORD,1971,お葬式,おそうしき,9,funeral,đám tang,葬礼,장례식,pemakaman,अंतिम संस्कार,noun,1,,Word
WORD,1972,結婚式,けっこんしき,9,wedding,lễ cưới,婚礼,결혼식,pernikahan,शादी,noun,1,3,Word
WORD,1973,お墓,おはか,11,grave/tomb,mộ,墓地,무덤,makam,कब्र,noun,1,,Word
WORD,1974,クッション,クッション,9,cushion,đệm,靠垫,쿠션,bantal,तकिया,noun,,1,Word
WORD,1975,蛍光灯,けいこうとう,11,fluorescent light,đèn huỳnh quang,荧光灯,형광등,lampu neon,फ्लोरोसेंट प्रकाश,noun,1,,Word
WORD,1976,リモコン,リモコン,7,remote control,điều khiển từ xa,遥控器,리모컨,remote control,रिमोट कंट्रोल,noun,1,,Word
WORD,1977,調味料,ちょうみりょう,9,seasoning,gia vị,调味料,조미료,bumbu,मसाला,noun,1,3,Word
WORD,1978,将棋,しょうぎ,13,shogi,cờ shogi,将棋(日本象棋),쇼기,shogi,शोगी,noun,1,,Word
WORD,1979,囲碁,いご,15,Go (board game),cờ vây,围棋,바둑,Go (permainan),गो (खेल),noun,,1,Word
WORD,1980,ダンス,ダンス,10,dance,nhảy múa,舞蹈,춤,menari,नृत्य,noun,,1,Word
WORD,1981,水泳,すいえい,8,swimming,bơi lội,游泳,수영,berenang,तैराकी,noun,1,,Word
WORD,1982,体操,たいそう,8,gymnastics,thể dục,体操,체조,senam,जिमनास्टिक,noun,1,,Word
WORD,1983,柔道,じゅうどう,13,judo,judo,柔道,유도,judo,जूडो,noun,,1,Word
WORD,1984,剣道,けんどう,15,kendo,kiếm đạo,剑道,검도,kendo,केन्डो,noun,,1,Word
WORD,1985,自衛隊,じえいたい,12,Self-Defense Forces,lực lượng tự vệ,自卫队,자위대,Pasukan Bela Diri,आत्मरक्षा बल,noun,1,,Word
WORD,1986,軍隊,ぐんたい,10,military,quân đội,军队,군대,militer,सेना,noun,,1,Word
WORD,1987,首相,しゅしょう,11,prime minister,thủ tướng,首相,수상,perdana menteri,प्रधान मंत्री,noun,1,,Word
WORD,1988,内閣,ないかく,14,cabinet,nội các,内阁,내각,kabinet,मंत्रिमंडल,noun,,1,Word
WORD,1989,選挙,せんきょ,10,election,bầu cử,选举,선거,pemilihan,चुनाव,noun,,1,Word
WORD,1990,投票,とうひょう,10,vote,bỏ phiếu,投票,투표,pemungutan suara,मतदान,noun,1,,Word
WORD,1991,政党,せいとう,16,political party,đảng chính trị,政党,정당,partai politik,राजनीतिक दल,noun,1,,Word
WORD,1992,与党,よとう,15,ruling party,đảng cầm quyền,执政党,여당,partai berkuasa,सत्ता पक्ष,noun,,1,Word
WORD,1993,野党,やとう,15,opposition party,đảng đối lập,在野党,야당,partai oposisi,विपक्ष,noun,,1,Word
WORD,1994,所得税,しょとくぜい,14,income tax,thuế thu nhập,所得税,소득세,pajak penghasilan,आयकर,noun,1,3,Word
WORD,1995,住民税,じゅうみんぜい,15,resident tax,thuế cư trú,居民税,주민세,pajak penduduk,निवास कर,noun,1,3,Word
WORD,1996,年金,ねんきん,14,pension,lương hưu,年金,연금,pensiun,पेंशन,noun,1,,Word
WORD,1997,手続き,てつづき,8,procedure,thủ tục,手续,절차,prosedur,प्रक्रिया,noun,1,2,Word
WORD,1998,抽選,ちゅうせん,12,lottery,rút thăm,"抽签, 抽奖",추첨,undian,"लॉटरी, ड्रॉ",noun,1,,Word
WORD,1999,くじ引き,くじびき,13,lottery,rút thăm,抽签,제비뽑기,undian,लॉटरी,noun,1,,Word
WORD,2000,占い,うらない,13,fortune-telling,bói toán,占卜,점,ramalan,ज्योतिष,noun,1,,Word
WORD,2001,マッサージ,マッサージ,10,massage,mát xa,按摩,마사지,pijat,मालिश,noun,,1,Word
WORD,2002,エステ,エステ,14,esthetic treatment,thẩm mỹ viện,美容,에스테,perawatan estetik,सौंदर्य उपचार,noun,,1,Word
WORD,2003,整形,せいけい,15,plastic surgery,phẫu thuật thẩm mỹ,整形,성형,operasi plastik,प्लास्टिक सर्जरी,noun,1,,Word
WORD,2004,内科,ないか,10,internal medicine,nội khoa,内科,내과,penyakit dalam,आंतरिक चिकित्सा,noun,1,,Word
WORD,2005,外科,げか,12,surgery,ngoại khoa,外科,외과,"bedah, operasi",शल्य चिकित्सा,noun,1,,Word
WORD,2006,崖,がけ,15,cliff,vách đá,悬崖,벼랑,tebing,चट्टान,noun,1,,Word
WORD,2007,煙,けむり,12,smoke,khói,烟,연기,asap,धुआँ,noun,1,,Word
WORD,2008,列車,れっしゃ,14,train,tàu hỏa,"列车,火车",열차,kereta api,रेलगाड़ी,noun,1,,Word
WORD,2009,砂,すな,8,sand,cát,沙子,모래,pasir,रेत,noun,1,,Word
WORD,2010,岩,いわ,11,rock,đá,岩石,바위,batu,चट्टान,noun,1,,Word
WORD,2011,砂利,じゃり,15,gravel,sỏi,砂砾,자갈,kerikil,बजरी,noun,1,,Word
WORD,2012,アスファルト,アスファルト,13,asphalt,nhựa đường,沥青,아스팔트,aspal,डामर,noun,1,3,Word
WORD,2013,コンクリート,コンクリート,9,concrete,bê tông,混凝土,콘크리트,beton,कंक्रीट,noun,1,4,Word
WORD,2014,眼科,がんか,12,ophthalmology,nhãn khoa,眼科,안과,"oftalmologi, klinik mata",नेत्र विज्ञान,noun,1,,Word
WORD,2015,小児科,しょうにか,14,pediatrics,nhi khoa,儿科,소아과,pediatri,बाल चिकित्सा,noun,1,,Word
WORD,2016,議員,ぎいん,15,assembly member,nghị viên,议员,의원,anggota dewan,सदस्य,noun,,1,Word
WORD,2017,薔薇,ばら,10,rose,hoa hồng,玫瑰,장미,mawar,गुलाब,noun,1,,Word
WORD,2018,牡丹,ぼたん,15,peony,hoa mẫu đơn,牡丹,모란,peoni,peony,noun,,1,Word
WORD,2019,菊,きく,13,chrysanthemum,hoa cúc,菊花,국화,krisan,गुलदाउदी,noun,1,,Word
WORD,2020,向日葵,ひまわり,11,sunflower,hoa hướng dương,向日葵,해바라기,bunga matahari,सूरजमुखी,noun,1,,Word
WORD,2021,茎,くき,11,stem,thân cây,茎,줄기,batang,तना,noun,,2,Word
WORD,2022,桜,さくら,6,cherry blossom,hoa anh đào,樱花,벚꽃,bunga sakura,चेरी ब्लॉसम,noun,1,,Word
WORD,2023,さくらんぼ,さくらんぼ,9,cherry,quả cherry,樱桃,체리,ceri,चेरी,noun,1,,Word
WORD,2024,紅葉,もみじ,8,autumn leaves,lá đỏ,红叶,단풍,daun musim gugur,पतझड़ के पत्ते,noun,,1,Word
WORD,2025,芍薬,しゃくやく,16,peony (herbaceous),hoa thược dược,芍药,작약,peony,पेओनी,noun,1,,Word
WORD,2026,百合,ゆり,15,lily,hoa huệ,百合,백합,lili,लिली,noun,1,,Word
WORD,2027,チューリップ,チューリップ,14,tulip,hoa tulip,郁金香,튤립,tulip,ट्यूलिप,noun,,1,Word
WORD,2028,永住権,えいじゅうけん,14,permanent residency,quyền vĩnh trú,永住权,영주권,izin tinggal permanen,स्थायी निवास,noun,1,3,Word
WORD,2029,ビザ,ビザ,9,visa,thị thực,签证,비자,visa,वीज़ा,noun,,1,Word
WORD,2030,パスポート,パスポート,7,passport,hộ chiếu,护照,여권,paspor,पासपोर्ट,noun,1,3,Word
